file_path,label,height,width,total_bands,nir_band,red_edge_band,red_band,ndre_min,ndre_max,ndre_mean,ndre_std,ndvi_min,ndvi_max,ndvi_mean,ndvi_std,band_means_mean,band_means_std,band_stds_mean,band_stds_std,cube_min,cube_max,cube_mean,cube_std,red_edge_min,red_edge_max,red_edge_mean,red_edge_std,red_edge_p10,red_edge_p50,red_edge_p90,nir_mean,nir_std,red_edge_nir_diff_mean,red_edge_nir_ratio_mean
/Users/shubhamsahoo/Desktop/hidden-hunger/outputs/beyond-visible-spectrum-ai-for-agriculture-2025/ot/ot/sample1401.npy,99,128,128,125,90,70,45,0.026623375713825226,0.07674857974052429,0.04735574126243591,0.009601480327546597,0.10924956202507019,0.17641228437423706,0.14472806453704834,0.012357758358120918,1176.51611328125,340.4801940917969,151.01416015625,40.72367477416992,158.0,2565.0,1176.516357421875,374.68731689453125,912.0,2270.0,1374.45263671875,176.72683715820312,1174.0,1345.0,1635.0,1509.9697265625,184.1220245361328,135.51715087890625,0.9097301959991455
/Users/shubhamsahoo/Desktop/hidden-hunger/outputs/beyond-visible-spectrum-ai-for-agriculture-2025/ot/ot/sample1319.npy,13,128,128,125,90,70,45,0.02332361601293087,0.16599886119365692,0.07693300396203995,0.03074103780090809,0.14148816466331482,0.5113940834999084,0.2622070908546448,0.09472505003213882,1332.6741943359375,478.7843933105469,204.73948669433594,44.5316276550293,141.0,2950.0,1332.6746826171875,522.6242065429688,1043.0,2560.0,1618.4136962890625,208.56631469726562,1344.0,1622.0,1889.0,1887.7242431640625,237.2293243408203,269.310546875,0.8585890531539917
/Users/shubhamsahoo/Desktop/hidden-hunger/outputs/beyond-visible-spectrum-ai-for-agriculture-2025/ot/ot/sample1189.npy,94,128,128,125,90,70,45,0.01364471297711134,0.04732542112469673,0.030812658369541168,0.006077449303120375,0.0625,0.11982858180999756,0.08967402577400208,0.008313579484820366,3085.9052734375,593.7391357421875,110.09563446044922,12.010385513305664,1346.0,4097.0,3085.904541015625,603.9805297851562,2970.0,3845.0,3471.208984375,112.9382553100586,3320.0,3482.0,3606.0,3691.71240234375,113.22501373291016,220.5032958984375,0.940284252166748
/Users/shubhamsahoo/Desktop/hidden-hunger/outputs/beyond-visible-spectrum-ai-for-agriculture-2025/ot/ot/sample1052.npy,3,128,128,125,90,70,45,0.022650057449936867,0.22352024912834167,0.06821075081825256,0.03214249387383461,0.13434343039989471,0.5397379994392395,0.2197449952363968,0.06445404142141342,1056.1085205078125,369.0829772949219,262.2378845214844,75.35248565673828,0.0,2934.0,1056.1085205078125,458.9868469238281,488.0,2269.0,1280.6162109375,316.0388488769531,919.0,1251.0,1748.7000000000007,1462.8798828125,342.3808898925781,182.26361083984375,0.8738874197006226
/Users/shubhamsahoo/Desktop/hidden-hunger/outputs/beyond-visible-spectrum-ai-for-agriculture-2025/ot/ot/sample1207.npy,100,128,128,125,90,70,45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/Users/shubhamsahoo/Desktop/hidden-hunger/outputs/beyond-visible-spectrum-ai-for-agriculture-2025/ot/ot/sample1546.npy,37,128,128,125,90,70,45,0.012841987423598766,0.04851425066590309,0.027285529300570488,0.008481415919959545,0.0764671042561531,0.11637081205844879,0.09922049939632416,0.007510082330554724,1481.2366943359375,344.920166015625,92.71336364746094,21.717397689819336,467.0,2761.0,1481.237060546875,357.8231506347656,1241.0,2616.0,1715.275390625,104.05679321289062,1571.0,1731.0,1829.0,1811.6678466796875,112.31724548339844,96.3924560546875,0.9470107555389404
/Users/shubhamsahoo/Desktop/hidden-hunger/outputs/beyond-visible-spectrum-ai-for-agriculture-2025/ot/ot/sample1063.npy,63,128,128,125,90,70,45,0.008663470856845379,0.06992417573928833,0.0377437025308609,0.014303548261523247,0.061444588005542755,0.2060931921005249,0.13317115604877472,0.03330891951918602,2073.31640625,457.55743408203125,809.9520874023438,108.02638244628906,328.0,9235.0,2073.31591796875,936.5104370117188,1053.0,8734.0,2366.7109375,893.2000122070312,1762.0,2072.0,3661.4000000000015,2542.059814453125,918.354248046875,175.34881591796875,0.9276233911514282
/Users/shubhamsahoo/Desktop/hidden-hunger/outputs/beyond-visible-spectrum-ai-for-agriculture-2025/ot/ot/sample1524.npy,43,128,128,125,90,70,45,0.046206895262002945,0.1545952558517456,0.08131197094917297,0.01917230896651745,0.16692546010017395,0.4153037369251251,0.2669605016708374,0.06558115780353546,1224.9217529296875,459.4814453125,128.849365234375,67.98121643066406,167.0,2562.0,1224.9219970703125,482.02392578125,1068.0,2012.0,1491.932861328125,141.1443328857422,1307.0,1489.0,1679.0,1760.759521484375,210.04542541503906,268.8265380859375,0.8501787781715393
/Users/shubhamsahoo/Desktop/hidden-hunger/outputs/beyond-visible-spectrum-ai-for-agriculture-2025/ot/ot/sample1638.npy,100,128,128,125,90,70,45,0.027131209149956703,0.08093994855880737,0.0540897473692894,0.01108941063284874,0.1039714440703392,0.24987727403640747,0.17216262221336365,0.03704499080777168,1686.8680419921875,476.3540344238281,634.8914794921875,121.13304901123047,250.0,3990.0,1686.8682861328125,802.9158325195312,918.0,3674.0,1963.0455322265625,705.8518676757812,1282.3000000000002,1740.0,3232.0,2173.19775390625,733.19580078125,210.15228271484375,0.8975821733474731
/Users/shubhamsahoo/Desktop/hidden-hunger/outputs/beyond-visible-spectrum-ai-for-agriculture-2025/ot/ot/sample1252.npy,8,128,128,125,90,70,45,0.007297297473996878,0.09525306522846222,0.037184834480285645,0.022773532196879387,0.05254189297556877,0.3272536098957062,0.13163839280605316,0.07675524801015854,2397.3046875,517.9030151367188,772.462646484375,96.25038146972656,271.0,4030.0,2397.305419921875,934.9794311523438,1092.0,3771.0,2741.81005859375,826.9080810546875,1573.0,3281.0,3522.0,2920.04443359375,787.4971313476562,178.2344970703125,0.9292119741439819
/Users/shubhamsahoo/Desktop/hidden-hunger/outputs/beyond-visible-spectrum-ai-for-agriculture-2025/ot/ot/sample1538.npy,66,128,128,125,90,70,45,0.0,0.06500761955976486,0.025247644633054733,0.016762394458055496,0.0,0.1575150340795517,0.0884651392698288,0.054085373878479004,982.8230590820312,268.0476989746094,620.1802978515625,168.96148681640625,0.0,3744.0,982.8233032226562,696.43505859375,0.0,3349.0,1165.0001220703125,733.4302368164062,0.0,1492.0,1755.7000000000007,1248.5399169921875,787.0369262695312,83.539794921875,0.6843676567077637
/Users/shubhamsahoo/Desktop/hidden-hunger/outputs/beyond-visible-spectrum-ai-for-agriculture-2025/ot/ot/sample1591.npy,98,128,128,125,90,70,45,0.0258620698004961,0.14742916822433472,0.07718189805746078,0.02555074729025364,0.14618973433971405,0.40372273325920105,0.26138341426849365,0.06622222810983658,1205.642822265625,453.84735107421875,130.55264282226562,66.63968658447266,137.0,2560.0,1205.6429443359375,476.9300231933594,1032.0,2099.0,1467.302490234375,142.644775390625,1287.0,1461.0,1658.0,1718.474365234375,216.8248291015625,251.171875,0.8577358722686768
/Users/shubhamsahoo/Desktop/hidden-hunger/outputs/beyond-visible-spectrum-ai-for-agriculture-2025/ot/ot/sample1398.npy,44,128,128,125,90,70,45,0.03530314564704895,0.07369682192802429,0.05360102280974388,0.006681610830128193,0.11775700747966766,0.2641682028770447,0.1568446308374405,0.017539527267217636,1124.0576171875,325.01568603515625,139.2537841796875,38.111385345458984,169.0,2906.0,1124.0576171875,355.63934326171875,924.0,2477.0,1315.2392578125,154.52439880371094,1155.0,1288.0,1513.0,1464.385986328125,173.62728881835938,149.14678955078125,0.8983280658721924
/Users/shubhamsahoo/Desktop/hidden-hunger/outputs/beyond-visible-spectrum-ai-for-agriculture-2025/ot/ot/sample1459.npy,100,128,128,125,90,70,45,0.0324263870716095,0.20206788182258606,0.11732909828424454,0.04035647213459015,0.17697228491306305,0.5528799295425415,0.34785065054893494,0.10129294544458389,1194.08642578125,522.44287109375,169.06666564941406,85.09994506835938,114.0,3013.0,1194.0867919921875,555.6730346679688,1001.0,2091.0,1446.9385986328125,147.7177276611328,1272.0,1434.0,1647.7000000000007,1844.2259521484375,284.8494873046875,397.287353515625,0.7923346757888794
/Users/shubhamsahoo/Desktop/hidden-hunger/outputs/beyond-visible-spectrum-ai-for-agriculture-2025/ot/ot/sample106.npy,64,128,128,125,90,70,45,0.04011461138725281,0.23425863683223724,0.12097502499818802,0.04884001240134239,0.19792117178440094,0.6276565790176392,0.36598849296569824,0.12044843286275864,1199.4676513671875,553.352783203125,209.69252014160156,112.69286346435547,72.0,3526.0,1199.467529296875,602.3868408203125,830.0,2284.0,1461.223876953125,176.86068725585938,1268.0,1444.0,1699.0,1881.15234375,353.99932861328125,419.92852783203125,0.7875258922576904
