file_path,label,height,width,total_bands,nir_band,red_edge_band,red_band,ndre_min,ndre_max,ndre_mean,ndre_std,ndre_p10,ndre_p50,ndre_p90,stress_percentage,ndvi_min,ndvi_max,ndvi_mean,ndvi_std,band_means_mean,band_means_std,band_means_p10,band_means_p50,band_means_p90,band_stds_mean,band_stds_std,band_stds_p10,band_stds_p50,band_stds_p90,spectral_slope_mean,spectral_slope_std,spectral_slope_min,spectral_slope_max,low_region_mean,mid_region_mean,high_region_mean,low_mid_ratio,mid_high_ratio,cube_min,cube_max,cube_mean,cube_std,red_edge_min,red_edge_max,red_edge_mean,red_edge_std,red_edge_p10,red_edge_p50,red_edge_p90,nir_mean,nir_std,red_edge_nir_diff_mean,red_edge_nir_ratio_mean
/Users/shubhamsahoo/Desktop/hidden-hunger/beyond-visible-spectrum-ai-for-agriculture-2025/ot/ot/sample697.npy,7,128,128,125,5,4,,-0.06435137987136841,0.08127208799123764,0.006207177881151438,0.018083959817886353,-0.013534632604569195,0.005047320621088147,0.030034704692661767,100.0,nan,nan,nan,nan,2636.65625,648.2952880859375,1538.52431640625,2728.69189453125,3318.18583984375,518.4253540039062,72.91536712646484,391.1368103027344,549.1456909179688,583.882275390625,11.827803611755371,26.106849670410156,-70.3134765625,62.590576171875,1839.433837890625,2849.895751953125,3201.657470703125,0.6454389691352844,0.8901313543319702,200.0,4219.0,2636.65576171875,833.2879638671875,333.0,1799.0,1324.142333984375,338.4866943359375,676.3000000000002,1449.0,1627.0,1339.6015625,341.8619689941406,15.45928955078125,0.9883030652999878
/Users/shubhamsahoo/Desktop/hidden-hunger/beyond-visible-spectrum-ai-for-agriculture-2025/ot/ot/sample54.npy,81,128,128,125,5,4,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,nan,nan,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/Users/shubhamsahoo/Desktop/hidden-hunger/beyond-visible-spectrum-ai-for-agriculture-2025/ot/ot/sample2270.npy,4,128,128,125,5,4,,-0.051198963075876236,0.06420664489269257,0.004887079820036888,0.019852077588438988,-0.017349062487483025,0.003578884876333177,0.030816640704870224,100.0,nan,nan,nan,nan,1419.648193359375,328.88385009765625,840.6234497070312,1540.7423095703125,1715.21123046875,104.68043518066406,21.457843780517578,69.36754608154297,113.2603759765625,125.77566528320312,6.043094635009766,15.754180908203125,-63.6180419921875,50.97027587890625,1006.9302368164062,1591.515625,1650.6724853515625,0.6326863765716553,0.9641619920730591,386.0,3136.0,1419.648193359375,345.8075256347656,463.0,1360.0,714.6580810546875,67.29080200195312,638.0,713.0,787.0,720.9116821289062,58.891109466552734,6.25360107421875,0.9910534620285034
/Users/shubhamsahoo/Desktop/hidden-hunger/beyond-visible-spectrum-ai-for-agriculture-2025/ot/ot/sample1401.npy,99,128,128,125,5,4,,-0.0767468512058258,0.1331057995557785,0.008874866180121899,0.04085155203938484,-0.036640812456607816,0.0,0.07279458194971088,100.0,nan,nan,nan,nan,1176.51611328125,340.4801940917969,606.4522216796875,1271.084228515625,1514.09072265625,151.01416015625,40.72367477416992,82.41002044677734,163.65908813476562,193.25492248535156,7.1819963455200195,16.488710403442383,-36.97607421875,96.13623046875,749.0964965820312,1295.3709716796875,1474.904296875,0.5782872438430786,0.8782746195793152,158.0,2565.0,1176.516357421875,374.68731689453125,318.0,851.0,497.553466796875,79.01786041259766,411.0,480.0,618.0,505.78118896484375,74.05872344970703,8.22772216796875,0.9855656027793884
/Users/shubhamsahoo/Desktop/hidden-hunger/beyond-visible-spectrum-ai-for-agriculture-2025/ot/ot/sample1901.npy,43,128,128,125,5,4,,-0.04918032884597778,0.1131313145160675,0.01618458703160286,0.03426193445920944,-0.028625425323843955,0.012806563638150692,0.06630185320973396,100.0,nan,nan,nan,nan,1442.3199462890625,368.20318603515625,813.7108520507812,1530.9658203125,1813.5972412109375,530.9010009765625,71.25534057617188,413.8346252441406,553.3570556640625,606.0783081054688,6.93340539932251,16.068614959716797,-41.382568359375,55.04510498046875,979.8709716796875,1589.339111328125,1746.7386474609375,0.6165273189544678,0.9098894596099854,230.0,7634.0,1442.3201904296875,650.0061645507812,370.0,3820.0,701.0546875,391.0130920410156,475.0,607.0,921.0,719.7500610351562,386.8133544921875,18.69537353515625,0.9703606367111206
/Users/shubhamsahoo/Desktop/hidden-hunger/beyond-visible-spectrum-ai-for-agriculture-2025/ot/ot/sample326.npy,85,128,128,125,5,4,,-0.046423137187957764,0.08450067788362503,0.002863963833078742,0.011772586032748222,0.0,0.0,0.011456519644707473,100.0,nan,nan,nan,nan,410.128662109375,91.17411804199219,258.30164794921876,430.7757568359375,505.72568359375003,1097.5203857421875,218.44212341308594,731.4197509765625,1142.5523681640625,1321.0412109375,1.813157558441162,4.340672969818115,-8.9302978515625,13.02899169921875,298.11395263671875,438.0517578125,491.5531005859375,0.6805450320243835,0.8911585807800293,0.0,9987.0,410.1286315917969,1122.7559814453125,0.0,5191.0,225.98211669921875,638.2357788085938,0.0,0.0,1023.7000000000007,235.96820068359375,672.823974609375,9.986083984375,0.14171026647090912
/Users/shubhamsahoo/Desktop/hidden-hunger/beyond-visible-spectrum-ai-for-agriculture-2025/ot/ot/sample644.npy,83,128,128,125,5,4,,-0.08791209012269974,0.1004464253783226,0.018535111099481583,0.03716352954506874,-0.03315592035651207,0.020960714668035507,0.0629139095544815,100.0,nan,nan,nan,nan,1292.5040283203125,620.468017578125,469.1689208984375,1099.3216552734375,2053.862548828125,176.46287536621094,87.4286117553711,60.52349319458008,146.11293029785156,284.6683654785156,9.665046691894531,26.623779296875,-63.874755859375,80.5767822265625,615.2388305664062,1287.3607177734375,1958.78759765625,0.47790709137916565,0.6572232246398926,121.0,3305.0,1292.5040283203125,650.9711303710938,198.0,533.0,371.645263671875,52.32161331176758,299.0,375.0,436.0,385.68212890625,55.300628662109375,14.036865234375,0.9662551879882812
/Users/shubhamsahoo/Desktop/hidden-hunger/beyond-visible-spectrum-ai-for-agriculture-2025/ot/ot/sample99.npy,39,128,128,125,5,4,,-0.10606060922145844,0.16101695597171783,0.03982807695865631,0.04284363240003586,-0.003267973894253373,0.04282115772366524,0.10519195646047592,100.0,nan,nan,nan,nan,1090.00048828125,423.61248779296875,431.885009765625,1109.491943359375,1582.815576171875,114.03495788574219,54.758853912353516,41.98804473876953,102.5278091430664,186.62575073242186,7.0457234382629395,18.734174728393555,-64.3455810546875,46.6298828125,588.9462890625,1166.0404052734375,1503.0849609375,0.5050822496414185,0.7757648229598999,88.0,2808.0,1090.00048828125,442.097412109375,166.0,449.0,338.39202880859375,36.01518630981445,292.0,342.0,381.0,366.94708251953125,42.20256423950195,28.5550537109375,0.9266706705093384
/Users/shubhamsahoo/Desktop/hidden-hunger/beyond-visible-spectrum-ai-for-agriculture-2025/ot/ot/sample633.npy,23,128,128,125,5,4,,-0.05982905998826027,0.07022900879383087,0.005009431857615709,0.024318786337971687,-0.026022305712103844,0.0024019277188926935,0.03559740222990513,100.0,nan,nan,nan,nan,1790.78759765625,518.40869140625,940.729248046875,1880.98193359375,2339.466259765625,531.6163940429688,102.2922592163086,344.3601379394531,583.6453247070312,615.078466796875,9.364431381225586,20.85057830810547,-65.3404541015625,47.85113525390625,1154.6585693359375,1926.531494140625,2276.02685546875,0.5993458032608032,0.8464449644088745,279.0,4152.0,1790.787109375,749.5507202148438,407.0,1660.0,794.5525512695312,298.30926513671875,528.0,680.0,1351.7000000000007,798.7261352539062,286.9199523925781,4.173583984375,0.9911949634552002
/Users/shubhamsahoo/Desktop/hidden-hunger/beyond-visible-spectrum-ai-for-agriculture-2025/ot/ot/sample83.npy,5,128,128,125,5,4,,-0.2532188892364502,0.28313252329826355,0.007567142136394978,0.09592530876398087,-0.09890110045671463,-0.0027027224423363805,0.1426433950662618,94.805908203125,nan,nan,nan,nan,2307.35009765625,2112.53955078125,236.5714111328125,690.970458984375,5000.619921875,386.4709167480469,353.8555603027344,38.94010009765625,112.94233703613281,837.9345581054688,28.524005889892578,99.61402893066406,-158.1201171875,365.557861328125,372.4320068359375,1750.5224609375,4753.02587890625,0.2127547711133957,0.36829644441604614,26.0,7800.0,2307.348388671875,2176.5546875,63.0,317.0,178.8387451171875,34.68790817260742,132.0,179.0,224.0,182.37127685546875,38.031097412109375,3.53253173828125,1.0028102397918701
/Users/shubhamsahoo/Desktop/hidden-hunger/beyond-visible-spectrum-ai-for-agriculture-2025/ot/ot/sample231.npy,93,128,128,125,5,4,,-0.05162827670574188,0.05521472543478012,0.005080403760075569,0.01628717966377735,-0.013635270111262797,0.003758756327442825,0.027481863088905812,100.0,nan,nan,nan,nan,2160.7431640625,600.68896484375,1165.4321533203124,2292.71728515625,2782.3837890625,605.4960327148438,90.5100326538086,448.46326904296876,642.5037841796875,685.6392700195313,11.955810546875,22.827062606811523,-56.435791015625,94.3427734375,1416.85498046875,2340.720458984375,2706.943359375,0.6053072214126587,0.8647097945213318,330.0,4286.0,2160.7431640625,857.6968383789062,485.0,1809.0,957.912353515625,389.7858581542969,598.0,758.0,1588.0,966.1019287109375,386.1650085449219,8.1895751953125,0.990414023399353
/Users/shubhamsahoo/Desktop/hidden-hunger/beyond-visible-spectrum-ai-for-agriculture-2025/ot/ot/sample223.npy,62,128,128,125,5,4,,-0.10025706887245178,0.2176991105079651,0.02882383204996586,0.05985367298126221,-0.05263157933950424,0.025641025975346565,0.0992647036910057,99.7314453125,nan,nan,nan,nan,1346.2208251953125,912.75390625,321.5876708984375,798.8251953125,2512.614453125,288.773681640625,190.6163787841797,69.21658172607422,180.07545471191406,536.1981689453125,13.21315860748291,41.00178909301758,-89.140869140625,142.989013671875,443.1315612792969,1190.517822265625,2383.51123046875,0.3722175061702728,0.4994806945323944,60.0,4291.0,1346.2216796875,976.1383056640625,116.0,380.0,233.8118896484375,51.03017807006836,167.0,232.5,299.0,249.75933837890625,63.233421325683594,15.94744873046875,0.9504988193511963
/Users/shubhamsahoo/Desktop/hidden-hunger/beyond-visible-spectrum-ai-for-agriculture-2025/ot/ot/sample1934.npy,21,128,128,125,5,4,,-0.03412073478102684,0.09991876780986786,0.02291942946612835,0.025174587965011597,-0.01179322674870491,0.024429967626929283,0.056511055678129196,100.0,nan,nan,nan,nan,1334.0928955078125,381.0914001464844,687.9407592773438,1445.889404296875,1718.94208984375,191.07127380371094,49.128143310546875,105.42985382080079,213.52410888671875,239.88787536621095,6.5746941566467285,17.774438858032227,-57.480712890625,45.85028076171875,856.5478515625,1480.3248291015625,1654.0362548828125,0.5786215662956238,0.8949772715568542,181.0,3659.0,1334.0927734375,429.1297607421875,312.0,1194.0,547.4216918945312,90.42677307128906,427.0,555.0,650.0,573.1619262695312,93.817138671875,25.740234375,0.9563726186752319
/Users/shubhamsahoo/Desktop/hidden-hunger/beyond-visible-spectrum-ai-for-agriculture-2025/ot/ot/sample2352.npy,77,128,128,125,5,4,,-0.03014552965760231,0.07732634246349335,0.019900577142834663,0.018893778324127197,-0.005341185024008151,0.019528619945049286,0.04488778114318848,100.0,nan,nan,nan,nan,1648.34228515625,365.0428466796875,1012.410595703125,1792.167236328125,1994.519189453125,430.4393310546875,83.11592102050781,286.0131591796875,461.56024169921875,510.91669921875,6.665914058685303,16.228702545166016,-48.313720703125,55.154541015625,1188.766845703125,1820.503173828125,1924.8145751953125,0.652988076210022,0.9458070397377014,439.0,6920.0,1648.34326171875,570.4767456054688,563.0,3401.0,864.1337280273438,258.3927001953125,702.0,797.0,1056.0,897.8171997070312,262.73883056640625,33.6834716796875,0.9616501331329346
/Users/shubhamsahoo/Desktop/hidden-hunger/beyond-visible-spectrum-ai-for-agriculture-2025/ot/ot/sample1319.npy,13,128,128,125,5,4,,-0.08563899993896484,0.08817204087972641,0.016661718487739563,0.02434762753546238,-0.012004802841693162,0.017699114978313446,0.046689738333225254,100.0,nan,nan,nan,nan,1332.6741943359375,478.7843933105469,598.0634155273438,1338.128173828125,1879.3486328125,204.73948669433594,44.5316276550293,125.69946594238282,224.59033203125,244.09906311035158,7.934575080871582,20.349111557006836,-61.0419921875,55.2559814453125,766.35986328125,1422.1533203125,1796.0263671875,0.5388728976249695,0.791833221912384,141.0,2950.0,1332.6746826171875,522.6242065429688,208.0,796.0,483.399169921875,107.82976531982422,340.0,483.0,632.0,499.104248046875,108.76432800292969,15.705078125,0.9683641791343689
/Users/shubhamsahoo/Desktop/hidden-hunger/beyond-visible-spectrum-ai-for-agriculture-2025/ot/ot/sample1189.npy,94,128,128,125,5,4,,-0.04807121679186821,0.04393305256962776,0.0004035008605569601,0.016749512404203415,-0.022113949805498124,-0.0006215040339156985,0.020940983667969704,100.0,nan,nan,nan,nan,3085.9052734375,593.7391357421875,2028.71044921875,3224.932861328125,3668.65068359375,110.09563446044922,12.010385513305664,91.08270416259765,112.27930450439453,123.46364898681641,11.637284278869629,25.420509338378906,-49.951171875,84.5634765625,2360.396728515625,3344.171875,3535.872802734375,0.7058240175247192,0.9457839727401733,1346.0,4097.0,3085.904541015625,603.9805297851562,1436.0,2035.0,1788.189697265625,86.53134155273438,1668.0,1803.0,1886.0,1789.687744140625,88.73355102539062,1.4979248046875,0.9997560977935791
/Users/shubhamsahoo/Desktop/hidden-hunger/beyond-visible-spectrum-ai-for-agriculture-2025/ot/ot/sample184.npy,34,128,128,125,5,4,,-0.1551724076271057,0.1492537260055542,0.017933331429958344,0.06192651391029358,-0.08479999750852585,0.034776560962200165,0.08373917117714882,100.0,nan,nan,nan,nan,1329.1658935546875,711.09716796875,425.041259765625,1050.96533203125,2217.099951171875,256.71307373046875,177.34417724609375,63.7201644897461,149.82321166992188,492.3358520507813,10.627165794372559,34.14145278930664,-84.67041015625,120.94525146484375,578.0014038085938,1302.6763916015625,2088.93505859375,0.4437029957771301,0.623607873916626,60.0,4091.0,1329.166259765625,776.538818359375,163.0,535.0,318.45660400390625,57.769859313964844,246.0,316.0,393.0,330.564697265625,61.09632873535156,12.10809326171875,0.9725069403648376
/Users/shubhamsahoo/Desktop/hidden-hunger/beyond-visible-spectrum-ai-for-agriculture-2025/ot/ot/sample2694.npy,13,128,128,125,5,4,,-0.10990501940250397,0.13218390941619873,0.03193458914756775,0.0479222871363163,-0.02897951081395149,0.03692762181162834,0.09465020895004272,100.0,nan,nan,nan,nan,1204.599609375,528.0836791992188,459.80706787109375,1113.875,1841.506591796875,175.11195373535156,87.09185028076172,59.14203033447266,148.82623291015625,285.63409423828125,8.616199493408203,22.43754768371582,-56.2076416015625,60.101806640625,609.0369873046875,1238.1795654296875,1752.4017333984375,0.49188098311424255,0.7065615057945251,84.0,3121.0,1204.5997314453125,563.1358032226562,198.0,570.0,352.23223876953125,54.72294235229492,278.0,354.0,420.0,373.5968017578125,44.34275436401367,21.36456298828125,0.9424095153808594
/Users/shubhamsahoo/Desktop/hidden-hunger/beyond-visible-spectrum-ai-for-agriculture-2025/ot/ot/sample2302.npy,57,128,128,125,5,4,,-0.06101695075631142,0.39024388790130615,0.03550143539905548,0.05720142647624016,-0.028666179813444614,0.030656933784484863,0.08319931253790856,97.454833984375,nan,nan,nan,nan,2100.83935546875,1673.719482421875,356.9783447265625,940.8118286132812,4192.5744140625,542.4677734375,499.26153564453125,57.82683792114258,158.04541015625,1171.0041015625,23.82185935974121,76.71491241455078,-134.846923828125,276.79248046875,525.9085693359375,1718.8497314453125,4020.26123046875,0.3059654235839844,0.42754676938056946,73.0,7133.0,2100.839111328125,1828.898681640625,114.0,452.0,278.38177490234375,50.558685302734375,214.0,281.0,339.0,297.3912353515625,46.16035079956055,19.00946044921875,0.9367562532424927
